Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,deathapp,wronglaw,censor,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,EUVOTWHO
Female,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,4,4,4,2,1,2,2,2,2,4,3,4,3,4,2,More (English/Scottish/Welsh) than British,Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion, No,Yes,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Don’t know,3,3,4,2,3,4,2,3,2,3,2,2,3,3,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Don t remember,Leave the European Union,"skip, didnt return SC questionnaire"
Male,No religion, No, No,,3,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,,4,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Don t remember,Leave the European Union,"skip, didnt return SC questionnaire"
Female,Church of England, No,Yes,Refused to say,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,4,2,4,3,4,4,2,4,4,3,4,2,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Non-Christian,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Very dissatisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Female,Church of England, No, No,Other answer ,5,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,1,3,4,3,4,1,2,3,1,1,3,2,2,1,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Conservative,4,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,5,5,4,5,3,4,3,2,2,3,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,4,Health,,Yes,Neither,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No,Yes,Scottish National Party,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,2,2,4,4,4,4,2,4,2,2,4,2,not British,Very satisfied,to stay in the EU and try to increase the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No, No,Conservative,4,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,2,3,3,2,3,2,2,2,2,5,2,1,2,2,not British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Don’t know, No,Yes,British National Party (BNP)/ National Front,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,5,2,2,1,1,1,1,1,1,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,Very dissatisfied,to leave things as they are,Don t remember,I would not vote ,"skip, didnt return SC questionnaire"
Female,Church of England, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,3,1,3,1,2,1,2,1,1,1,1,1,British not (English/Scottish/Welsh),Very satisfied,to stay in the EU and try to reduce the EUs powers,Yes,DK/Refusal ,Remain a member of the European Union 
Female,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,3,3,3,2,4,4,4,4,2,2,2,4,3,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Conservative,4,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Neither satisfied nor dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,3,Defence,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,9,4,4,5,4,3,2,2,2,4,2,1,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,3,2,3,5,4,4,4,3,2,2,2,3,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,1,3,3,2,3,2,5,4,3,3,3,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,to leave the European Union,Yes,Leave the European Union,Remain a member of the European Union 
Male,No religion, No, No,,3,Schedule not applicable,Don’t know,No,benefits for unemployed people are too high and disc,2,1,9,4,4,3,3,3,3,3,3,3,3,3,3,More (English/Scottish/Welsh) than British,Quite satisfied,to leave the European Union,No,Leave the European Union,"skip, didnt return SC questionnaire"
Female,Other Christian,Yes,Item not applicable,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,2,4,3,3,4,4,4,3,4,4,2,2,2,British not (English/Scottish/Welsh),Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Labour,3,Health,Keep taxes and spending on these services at the same level,Yes,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,3,3,3,4,3,3,3,4,2,2,2,3,2,More British than (English/Scottish/Welsh),Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,No,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Labour,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,4,3,1,1,1,1,1,1,1,4,2,2,2,3,British not (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Roman Catholic,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,2,2,3,1,1,2,2,4,1,2,2,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave things as they are,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,3,4,2,2,4,4,2,4,4,4,2,4,4,3,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,Church of England,Yes,Item not applicable,Conservative,2,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,3,2,3,2,5,4,3,2,4,1,3,2,2,2,More British than (English/Scottish/Welsh),Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Conservative,4,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,British not (English/Scottish/Welsh),Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Labour,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,3,4,3,4,2,3,3,2,3,3,3,2,2,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No,Yes,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Don’t know,4,4,3,1,1,3,2,2,4,2,5,3,4,3,4,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Scottish National Party,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,2,3,3,2,3,3,3,2,3,2,2,2,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Non-Christian, No, No,,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,2,2,4,2,3,2,2,2,2,2,2,4,2,2,2,British not (English/Scottish/Welsh),Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No,Yes,Liberal Democrat,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Don’t know,4,4,4,2,2,2,2,2,3,2,4,3,4,3,2,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,4,3,4,2,1,4,2,2,3,2,5,4,4,4,4,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No, No,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,4,2,4,2,1,4,2,2,2,2,4,4,4,2,3,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England,Yes,Item not applicable,Conservative,1,Police and prisons,,No,benefits for unemployed people are too high and disc,3,3,2,3,2,2,2,2,4,2,3,4,3,2,2,More British than (English/Scottish/Welsh),Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
