Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,NatIdGB,tradvals,stifsent,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,censor,wronglaw
Male,Other Christian, No, No,Liberal Democrat,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,4,4,2,1,5,4,4,5,4,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,3,2
Female,Other Christian, No,Yes,Liberal Democrat,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,5,2,3,2,1,2,4,2,More (English/Scottish/Welsh) than British,2,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Male,No religion,Yes,Item not applicable,Scottish National Party,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,4,2,2,2,2,2,1,1,not British,5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,2
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,1,1,1,1,Other,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Male,Non-Christian,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,2,2,3,2,4,3,4,3,British not (English/Scottish/Welsh),4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,4
Female,No religion, No, No,none ,1,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,4,5,2,1,4,2,3,4,4,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,3
Female,Other Christian,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,4,4,2,2,3,3,3,4,2,More (English/Scottish/Welsh) than British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,5,2,2
Female,No religion,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,5,4,1,1,2,1,2,3,2,not British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Male,No religion,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,4,2,1,3,1,1,2,2,More (English/Scottish/Welsh) than British,2,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,4
Female,Roman Catholic, No, No,Liberal Democrat,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,1,2,1,2,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Male,No religion,Yes,Item not applicable,Scottish National Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,2,1,1,2,1,Other,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,3,2,5,5,4
Female,No religion, No,Yes,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,3,1,3,1,1,1,2,1,Other,5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Female,No religion, No, No,Scottish National Party,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,2,4,5,4,5,5,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,2,4,2
Female,Church of England, No, No,none ,5,Item not applicable,Refusal,No,benefits for unemployed people are too high and disc,1,1,3,3,3,4,3,3,3,3,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Be outside EU,Refusal,Prefer not to say,3,5,5,2,3,2
Female,No religion, No, No,none ,5,Item not applicable,Don’t know,No,Don’t know,3,3,3,2,3,2,3,3,3,3,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Don’t know,Prefer not to say ,Dont know,3,3,3,3,3,3
Female,No religion,Yes,Item not applicable,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,5,5,5,2,4,5,5,5,5,5,Equally (English/Scottish/Welsh) and British,5,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,2,5,4
Male,Church of England,Yes,Item not applicable,Conservative,1,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,2,3,3,4,2,3,2,3,British not (English/Scottish/Welsh),1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,3,5,5,1,4,3
Female,Other Christian,Yes,Item not applicable,Labour,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,3,3,2,2,2,2,4,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,1,2,3
Refusal,Church of England,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,5,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,1,1,5,5,5,4
Female,Church of England, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,4,4,4,4,4,4,2,4,4,Equally (English/Scottish/Welsh) and British,4,1,Item not applicable,Be part of the EU and keep EU powers as they are,No,I would not vote ,-1,-1,-1,1,2,2
Male,Roman Catholic, No, No,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,3,3,3,3,3,Other,2,2,Item not applicable,Be outside EU,No,I would not vote ,5,5,5,3,3,3
Female,No religion, No,Yes,Conservative,1,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,3,2,3,2,3,4,2,Equally (English/Scottish/Welsh) and British,2,3,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,3,2,2
Male,Church of England,Yes,Item not applicable,Refusal,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,3,2,4,2,3,4,3,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,3,3
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,3,1,Other,5,5,Item not applicable,Be part in the EU and try to increase EU powers,Yes,Remain a member of the European Union,-1,-1,-1,5,5,5
Female,Non-Christian,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,4,4,4,3,More British than (English/Scottish/Welsh),4,4,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,4,3
Male,No religion, No,Yes,Green Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,3,4,2,2,2,1,1,3,1,Equally (English/Scottish/Welsh) and British,1,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,3,5,4
Female,No religion, No, No,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,3,2,3,5,2,4,4,4,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Be outside EU,Yes,Leave the European Union,5,5,5,1,1,1
Male,Roman Catholic, No, No,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,2,2,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,1,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,5,2,2
Male,Church of England, No,Yes,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,2,3,3,2,3,2,4,2,2,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,3,3,1,2,3
Female,No religion, No,Yes,Conservative,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,3,2,1,4,2,3,2,2,More British than (English/Scottish/Welsh),2,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,1,4,3
Male,Other Christian, No,Yes,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,2,2,3,3,3,3,2,2,2,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,1,2,2
Female,Roman Catholic, No, No,none ,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,3,3,3,3,1,2,2,3,British not (English/Scottish/Welsh),3,2,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,3,3
Female,Church of England, No, No,Conservative,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,2,4,1,3,4,3,3,1,3,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Don’t know,Yes,Leave the European Union,5,4,3,2,3,3
Female,Other Christian, No,Yes,Labour,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,3,3,3,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Be outside EU,Yes,I would not vote ,4,4,4,2,3,2
Male,No religion, No, No,Refusal,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,4,4,2,2,2,5,2,2,2,More British than (English/Scottish/Welsh),2,2,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,3,2,4
Female,Refusal,Refusal,Refusal,Item not applicable,5,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,3,1,3,1,3,1,1,Refusal,3,1,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,3,1,5
Female,No religion,Yes,Item not applicable,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,3,3,3,4,4,2,4,3,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,3,2,4,2,2
