Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,NatIdGB,tradvals,stifsent,EURefV2,EURefb,ECPolicy2,NHSSat,EUVOTWHO,deathapp,censor,wronglaw
Female,No religion, No, No,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,2,2,2,2,2,2,2,Schedule not applicable,4,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,4
Female,Church of England, No, No,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,5,2,3,2,4,3,3,3,4,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,3,2,2
Male,Church of England, No, No,Liberal Democrat,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,3,4,1,1,1,1,1,1,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,4,1,3
Male,Other Christian, No, No,,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,3,2,3,3,2,2,3,2,More British than (English/Scottish/Welsh),2,2,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Neither satisfied nor dissatisfied,Remain a member of the European Union ,2,2,4
Female,Church of England, No,Yes,Labour,4,Social security benefits,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,3,4,2,2,2,2,2,2,2,Schedule not applicable,2,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,3
Female,No religion, No, No,Don’t know,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,1,1,2,3,3,3,2,2,2,3,More (English/Scottish/Welsh) than British,1,2,Yes,Leave the European Union,to leave the European Union,Quite dissatisfied,Leave the European Union ,2,3,3
Male,No religion, No, No,UK Independence Party (UKIP),4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,-1,-1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,-1,-1,-1
Male,Church of England,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Don’t know,4,5,4,2,2,4,4,2,4,4,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,2,2
Male,No religion,Yes,Item not applicable,Other party ,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,3,2,1,1,2,2,2,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,1,2,2
Female,Other Christian, No, No,,1,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,3,3,2,2,2,3,2,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,3,2,2
Female,No religion, No, No,Refused to say,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,3,3,2,3,2,3,2,Equally (English/Scottish/Welsh) and British,2,2,Don t remember,Prefer not to say,to leave things as they are,Very satisfied,"skip, didnt return SC questionnaire",2,3,3
Male,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,2,2,1,1,2,1,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,5,4,4
Male,Roman Catholic, No,Yes,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,4,3,3,3,4,1,3,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,4,3
Female,No religion,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,3,2,2,2,2,4,2,4,3,Equally (English/Scottish/Welsh) and British,3,2,Yes,Leave the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Leave the European Union ,2,2,3
Male,Other Christian, No, No,,3,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,3,4,2,2,4,3,3,3,3,3,Schedule not applicable,2,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,3,4
Male,Church of England, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,3,3,3,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,3,3,DK/Refusal ,DK/Refusal ,Don’t know,Very satisfied,"skip, didnt return SC questionnaire",3,1,3
Female,No religion, No,Yes,Labour,3,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,2,2,2,3,3,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,4,2,1
Male,Non-Christian,Yes,Item not applicable,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,3,3,2,4,3,2,3,3,4,3,British not (English/Scottish/Welsh),2,3,No,Remain a member of the European Union,to leave things as they are,Quite satisfied,"skip, didnt return SC questionnaire",2,3,3
Female,Other Christian,Yes,Item not applicable,Scottish National Party,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,3,4,3,2,3,2,2,2,2,Schedule not applicable,1,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,2,2,2
Female,Other Christian, No,Yes,Labour,4,Police and prisons,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,4,4,4,3,3,3,2,2,2,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,3,2,2
Male,Church of England,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Don’t know,4,4,2,2,4,4,4,4,4,4,Equally (English/Scottish/Welsh) and British,4,4,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Very satisfied,Remain a member of the European Union ,5,4,2
Male,Church of England, No,Yes,Labour,5,Education,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,4,1,3,2,1,2,1,1,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,4,2,2
Female,Roman Catholic, No, No,Don’t know,5,Don’t know,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Refusal,Schedule not applicable,-1,-1,-1
Female,Church of England,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Other answer ,3,3,4,3,3,4,3,3,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,2,2,2
Male,No religion,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,3,3,3,3,3,3,1,2,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,4,3,3
Female,No religion,Yes,Item not applicable,Conservative,4,Police and prisons,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,9,9,9,9,9,9,9,9,9,9,Schedule not applicable,9,9,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,9,9,9
Female,No religion,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,4,4,2,3,5,4,4,5,4,More British than (English/Scottish/Welsh),4,2,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,4,4,2
Male,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,2,2,2,1,2,1,2,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,1,1,4
Female,No religion, No, No,,3,Defence,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,3,4,2,2,2,2,2,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,5,3,3
Female,No religion,Yes,Item not applicable,Liberal Democrat,3,Help for industry,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,3,2,2,3,2,3,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,2,3
Female,Roman Catholic,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,2,2,2,2,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,3
Male,Church of England, No,Yes,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,2,3,3,2,2,3,2,3,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,2,2
Female,No religion, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Leave the European Union ,-1,-1,-1
Female,No religion, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Other answer ,3,3,3,2,3,2,1,2,2,2,Equally (English/Scottish/Welsh) and British,3,2,DK/Refusal ,DK/Refusal ,Don’t know,Very dissatisfied,"skip, didnt return SC questionnaire",3,2,3
Female,No religion,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,2,3,2,3,2,3,2,2,More British than (English/Scottish/Welsh),1,1,No,Leave the European Union,to leave the European Union,Very dissatisfied,"skip, didnt return SC questionnaire",2,3,2
Male,No religion,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,3,2,3,3,3,3,3,4,More British than (English/Scottish/Welsh),2,2,Yes,Leave the European Union,to leave the European Union,Very satisfied,Leave the European Union ,2,2,2
Female,Other Christian,Yes,Item not applicable,Liberal Democrat,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,5,3,2,5,4,3,2,4,5,British not (English/Scottish/Welsh),1,2,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,4,1,3
