Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,wronglaw,censor
Male,Other Christian, No, No,Liberal Democrat,2,Item not applicable,Item not applicable,Yes,Item not applicable,2,5,2,2,4,2,1,2,2,1,1,1,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,1
Female,No religion,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,Yes,Item not applicable,3,1,1,5,4,5,2,2,2,2,2,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,1
Male,No religion,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,2,2,1,3,4,4,1,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Female,No religion,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,3,3,3,4,4,5,4,2,2,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,2
Female,No religion, No,Yes,none ,5,Item not applicable,Item not applicable,No,Item not applicable,5,4,3,1,2,1,1,1,1,1,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,5
Male,Church of England, No,Yes,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,5,4,4,1,2,1,1,1,3,1,3,3,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,5
Female,Other Christian, No, No,none ,5,Item not applicable,Item not applicable,Yes,Item not applicable,1,1,1,3,5,2,1,1,5,2,1,1,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,5,3
Female,Roman Catholic,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,4,2,4,3,2,3,2,1,1,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,4
Male,Roman Catholic,Yes,Item not applicable,Brexit Party,1,Item not applicable,Item not applicable,Yes,Item not applicable,1,2,1,5,5,5,1,5,3,5,1,3,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,5,5
Female,Church of England,Yes,Item not applicable,Labour,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,2,2,2,2,2,2,2,2,2,2,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,4
Female,No religion, No, No,Green Party,4,Item not applicable,Item not applicable,No,Item not applicable,3,4,3,2,3,4,3,3,4,3,3,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Male,Church of England,Yes,Item not applicable,Conservative,1,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,4,3,5,2,4,3,4,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Male,Other Christian,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,No,Item not applicable,8,8,4,2,2,1,2,1,8,1,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,4
Female,No religion,Yes,Item not applicable,Conservative,4,Item not applicable,Item not applicable,No,Item not applicable,1,2,2,4,5,4,4,4,4,2,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,2
Male,No religion, No, No,Conservative,4,Item not applicable,Item not applicable,No,Item not applicable,2,3,3,4,3,2,3,3,2,2,2,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,3
Male,Other Christian, No, No,Labour,1,Item not applicable,Item not applicable,Yes,Item not applicable,4,5,3,2,3,2,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,Other Christian, No,Yes,Liberal Democrat,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,3,3,2,3,3,2,2,3,2,4,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Female,No religion, No, No,other,2,Item not applicable,Item not applicable,Yes,Item not applicable,3,4,4,2,5,4,1,3,3,4,1,1,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,1
Female,No religion, No, No,Refusal,4,Item not applicable,Item not applicable,No,Item not applicable,1,3,2,2,3,2,2,2,3,2,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,1,3
Female,No religion,Yes,Item not applicable,Labour,3,Item not applicable,Item not applicable,No,Item not applicable,4,4,4,1,2,2,1,1,1,1,4,2,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Male,No religion,Yes,Item not applicable,Labour,3,Item not applicable,Item not applicable,No,Item not applicable,3,3,3,3,3,2,2,3,2,2,3,2,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,3
Female,No religion, No, No,Conservative,4,Item not applicable,Item not applicable,Yes,Item not applicable,2,4,5,1,1,1,1,3,1,1,1,1,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,4
Male,Other Christian,Yes,Item not applicable,Liberal Democrat,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,5,5,1,1,2,1,2,3,2,2,3,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,1
Male,No religion, No,Yes,Labour,2,Item not applicable,Item not applicable,No,Item not applicable,5,5,3,1,1,1,2,2,2,3,4,4,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Female,Church of England, No,Yes,Labour,3,Item not applicable,Item not applicable,No,Item not applicable,5,5,4,1,3,4,3,4,4,2,4,4,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Female,Roman Catholic, No, No,Conservative,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,4,2,2,2,4,3,4,3,3,3,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,2
Female,Church of England, No,Yes,Conservative,4,Item not applicable,Item not applicable,No,Item not applicable,2,2,2,2,2,4,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,1
Male,Other Christian, No,Yes,Conservative,4,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,2,2,2,4,2,2,4,4,1,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Female,No religion,Yes,Item not applicable,Labour,1,Item not applicable,Item not applicable,Yes,Item not applicable,3,4,3,2,1,2,2,2,4,2,3,3,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,3
Male,No religion, No,Yes,Labour,1,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,4,1,1,1,1,1,2,1,4,2,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,5
Female,other,Yes,Item not applicable,Green Party,3,Item not applicable,Item not applicable,No,Item not applicable,5,5,5,1,1,1,1,1,3,2,5,2,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,5
Female,No religion, No, No,Labour,5,Item not applicable,Item not applicable,Yes,Item not applicable,3,4,2,2,2,3,2,3,2,3,4,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,3
Male,No religion, No,Yes,Labour,2,Item not applicable,Item not applicable,No,Item not applicable,3,3,4,2,2,2,2,2,2,2,3,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,3
Male,No religion, No,Yes,Liberal Democrat,2,Item not applicable,Item not applicable,Yes,Item not applicable,5,4,2,2,2,2,2,2,4,2,3,4,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,3
Female,No religion,Yes,Item not applicable,Green Party,2,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,2,4,2,4,3,2,3,2,2,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,2
Male,No religion, No,Yes,Brexit Party,2,Item not applicable,Item not applicable,Yes,Item not applicable,4,3,2,2,2,2,1,1,2,1,1,1,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,1
Male,Other Christian, No, No,Conservative,8,Item not applicable,Item not applicable,Yes,Item not applicable,3,5,3,2,2,4,1,1,1,1,2,3,British not (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,2
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,4,2,1,2,2,2,2,1,3,3,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,4,4,4,2,2,3,2,2,3,2,3,3,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,4
Female,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,Yes,Item not applicable,2,4,5,3,1,4,2,2,2,2,3,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,3
Female,No religion, No, No,none ,4,Item not applicable,Item not applicable,No,Item not applicable,2,3,4,3,2,3,3,2,1,1,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Female,No religion, No,Yes,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,2,2,4,4,2,1,2,2,3,3,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,3
Female,No religion,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,1,2,4,4,4,4,2,2,4,3,2,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,5
Male,other, No, No,none ,3,Item not applicable,Item not applicable,No,Item not applicable,4,2,4,2,1,3,1,2,3,2,2,2,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,5,2
Female,other, No,Yes,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,4,3,2,4,2,2,2,2,2,2,3,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,2
Female,No religion, No, No,none ,2,Item not applicable,Item not applicable,No,Item not applicable,4,3,2,2,5,4,1,1,1,5,2,1,More (English/Scottish/Welsh) than British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Male,Don’t know, No, No,none ,4,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,3,4,3,1,1,2,1,3,3,Don’t know,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Male,No religion, No,Yes,Green Party,1,Item not applicable,Item not applicable,No,Item not applicable,4,4,3,2,2,2,2,2,4,1,3,3,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,5,5
Female,Other Christian, No, No,Liberal Democrat,1,Item not applicable,Item not applicable,Yes,Item not applicable,5,5,5,1,2,2,1,2,3,1,5,5,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Female,No religion, No,Yes,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,2,2,3,3,2,4,2,3,3,3,1,1,More British than (English/Scottish/Welsh),Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,1
Female,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,Item not applicable,No,Item not applicable,3,3,2,3,3,3,3,3,5,3,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,1
Female,Roman Catholic, No, No,none ,4,Item not applicable,Item not applicable,Yes,Item not applicable,2,2,3,3,3,5,2,2,3,4,2,2,Other,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,4
Female,No religion, No, No,none ,3,Item not applicable,Item not applicable,Yes,Item not applicable,4,4,2,8,2,3,1,2,1,4,2,1,not British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,4
Female,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,Item not applicable,Yes,Item not applicable,3,3,3,2,3,4,3,3,3,3,1,1,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,4
Female,No religion, No, No,none ,5,Item not applicable,Item not applicable,Yes,Item not applicable,2,3,4,1,4,3,3,3,2,3,2,2,Equally (English/Scottish/Welsh) and British,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,3
